Name,Code,Price,Status,Description,Image
HomCom 3pc Round Basket Laundry Hamper Storage Bin with Lid,AOS-850-045,$54.99,True,"- Three varying sizes for a variety of different storage options, - Made of the lightweight corn husk with the varnish treatment for years of use, - Double as the decorative pieces and storage places for everyday essentials, - Reduce the clutter and keep organized in your household",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/9/191377495158e4014cacb4e.jpg
HomCom Lift Top Coffee Storage Table (Grey),AOS-833-233,$99.99,True,"- High quality particle board in excellent craftsmanship, - It is a perfect addition for living room, dining room, bedroom and office, - Top table can be lifted up to 26.8"" with mechanical hinge to meet your requirements, - Shelf under the table provides with ample storage space to keep the table neat and tidy, - Practical and modern furniture set",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/3/133844451058e7a776688d4.jpg
HomCom Adjustable Bamboo Bathtub Tray,AOS-834-072,$22.99,True,"- Luxurious and functional bathroom essential offers comfort and space to relax in style while safely holding your book, tablet or smartphone, - Constructed of bamboo and stainless steel for long-time use, - Sturdy steel arms extend to span a variety of tub widths up to 43 inches across, - Built-in wine glass holder, book prop, cup holder and soap dish to enhance your bathing experience, - Easy assembly required",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/8/1868507558d3e8530268c.jpg
HomCom Mid Century Modern Linen Arm Chair - 2 Piece Set - Cream White,AOS-835-036CW,$199.99,True,"- Classic accent chairs will enhance retro feel to any indoor decor, - Great for Living Rooms, Dining Rooms, Bedrooms, Office use and more, - Shell seat have high, flexible backs, deep seat pockets, and waterfall front edges so you can sit comfortably even for extended periods, - With armrest and padded cushion for added comforts, - Made of wood legs with bar steel, which together result to a strong, static construction, gives this chair an independent character",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/4/147499038858d414065369a.jpg
HomCom Over Toilet Storage Cabinet Space Saver - White,AOS-834-076,$64.99,True,"- Elite bathroom space saver with 1 open shelf and 1 closed cupboard, - Solid and stable MDF construction in a classic and clean white finish, - Magnetic closure door with white knobs, - Cupboard's inner panel is five-level adjustable",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/4/3/43708593858d40fcb0cbc9.jpg
HomCom Over Toilet Free Standing Storage Cabinet,AOS-834-074,$54.99,True,"- Elite bathroom space saver with 1 open shelf and 1 closed cupboard, - Solid and stable MDF construction in a classic and clean white finish, - Two magnetic closure doors with white knobs, - Cupboard's inner panel is five-level adjustable",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/s/-/s-l1600_19_6.jpg
HomCom Bathtub Caddy Tray with Wine Glass Holder and Book Stand,AOS-834-070,$19.99,True,"- Luxurious and functional bathroom essential offers comfort and space to relax in style while safely holding your book, tablet or smartphone, - Extendable stainless steel sides adjust from 31.3"" to 41.3"" to help fit any size bathtub, - 3 convenient notches built into the caddy present a variety of reading positions and prevent your device from falling into the water, - Cup holder provide a space for your soap, phone, candles or other bath items, - Wine glass holder offers a spot to place most standard size glasses of your favorite beverages",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/5/6/56656287358d3e4acf1ccd.jpg
HomCom Adjustable Oval Bamboo Bathtub Caddy,AOS-834-071,$19.99,True,"- Luxurious and functional bathroom essential offers comfort and a space to relax in style while safely holding your book, tablet or smartphone, - 5 convenient notches built into the caddy present a variety of reading positions and prevent your device from falling into the water, - Stainless steel bar holds your reading material and folds down when not in use, - Cup holder provide a space for your soap, phone, candles or other bath items, - Wine glass holder offers a spot to place most standard size glasses of your favorite beverages",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/3/93189311258d3e6488ae63.jpg
HomCom Danish Style Tufted Accent Slipper Chair - Cream White,AOS-833-202CW,$89.99,True,"- Scandinavian-inspired chair with minimalist styling and ergonomic seating, - Blond tones of natural and durable rubberwood lighten up any room, - Tufted, padded backrest and seat provides complete comfort and support, - Easy to clean using a simple solution of soap and water and drying thoroughly, - Made from environmentally friendly rubberwood, a sustainable forest product",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/4/146544307458d18e2becb6e.jpg
HomCom 19‚Äù Wooden Side Table End Table Nightstand - Dark Walnut,AOS-833-205BK,$44.99,True,"- Stylish contemporary wooden table offers simple and sturdy elegance, - Crafted of solid MDF wood for years of reliable use, - Wide tabletop surface with an open shelf beneath it, - Front opens to reveal a roomy storage cabinet inside, - Perfect for living rooms, entryways, bedrooms and more",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/2/6/26863899958d190b0805e8.jpg
HomCom Danish Style Tufted Accent Slipper Chair - Grey,AOS-833-202GY,$89.99,True,"- Scandinavian-inspired chair with minimalist styling and ergonomic seating, - Blond tones of natural and durable rubberwood lighten up any room, - Tufted, padded backrest and seat provides complete comfort and support, - Easy to clean using a simple solution of soap and water and drying thoroughly, - Made from environmentally friendly rubberwood, a sustainable forest product",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/4/5/45574112558d18f7624fb2.jpg
HomCom Mid Century Modern Industrial Metal Nightstand / End Table (White),AOS-833-199WT,$34.99,True,"- Crafted of high quality steel frame, the side table offers long lasting durability, - 2-tier shelves offer storage solution for clocks, magazines, books, photo frames, etc, - Could be placed next to the sofa and couch, - Durable enough to load up to 22lbs",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/8/186742288158d1682179e7e.jpg
HomCom Mid Century Modern Industrial Metal Nightstand / End Table (Grey),AOS-833-199GY,$39.99,True,"- Crafted of high quality steel frame, the side table offers long lasting durability, - 2-tier shelves offer storage solution for clocks, magazines, books, photo frames, etc, - Could be placed next to the sofa and couch, - Durable enough to load up to 22lbs",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/4/145131492858d166ec7bb83.jpg
HomCom Mid Century Modern Industrial Metal Nightstand / End Table (Light Blue),AOS-833-199BU,$34.99,True,"- Crafted of high quality steel frame, the side table offers long lasting durability, - 2-tier shelves offer storage solution for clocks, magazines, books, photo frames, etc, - Could be placed next to the sofa and couch, - Durable enough to load up to 22lbs",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/1/115796676558d165bb4eb0b.jpg
HomCom Lift Top Coffee Storage Table (Coffee),AOS-833-233CF,$79.99,True,"- High quality particle board in excellent craftsmanship, - It is a perfect addition for living room, dining room, bedroom and office, - Top table can be lifted up to 26.8"" with mechanical hinge to meet your requirements, - Shelf under the table provides with ample storage space to keep the table neat and tidy, - Practical and modern furniture set",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/3/133808699558e7a960b0a60.jpg
HomCom Round Modern Side Table - Set of 3,AOS-833-163,$44.99,True,"- Great to be used as accent table, side table and decorating table, etc., - Stylish design, ideal for any dÈcor of your room, - 3pcs nesting table of varied sizes in 3 different colors, easy to clean, - Nesting table set made of MDF top and solid wood legs, durable and solid, - Solid wood legs bear high weight capacity, - Compact size, space-saving and lightweight design, easy to move and carry",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/4/3/43719683358d162bf725eb.jpg
HomCom 2pc Round Accent Side Table Set,AOS-833-162,$34.99,True,"- Great to be used as accent table, side table and decorating table etc., - Stylish design, ideal for any dÈcor of your room, - 2pcs nesting table of varied sizes in white finish, easy to clean, - Features rounded corner desktop in round shape, preventing from any unexpected bruising, - Solid wood legs bear high weight capacity",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/5/157837996258d159963355b.jpg
HomCom Collapsible Ironing Board and Shelving Unit with Hamper,AOS-831-137,$64.99,True,"- Lightweight alternative to traditional bulky ironing boards, - Space-saving two-in-one design with eye-catching bamboo finish, - Attractive fabric foam padded ironing board Foldable ironing board hides away when not in use, - Includes metal clothes hanger and iron rest, - Ample storage space with 2-tier shelves and 1 fold out hamper",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/2/128013412358d154dc00ce6.jpg
HomCom Collapsible Ironing Board and Shelving Unit with Storage Boxes,AOS-831-136,$64.99,True,"- Lightweight alternative to traditional bulky ironing boards, - Space-saving two-in-one design with eye-catching bamboo finish, - Foldable ironing board hides away when not in use, - Ample storage space with 2 large baskets and 2 smaller baskets which are also foldable, - Stainless steel retractable rack for holding iron",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/3/7/37022572358d153169e0e3.jpg
HomCom 3 piece Tufted Microfiber Storage Bench / Cube Ottoman Set,AOS-833-204-00,$79.99,True,"- 3 piece tufted ottoman storage bench set available in a variety of colors, - The 2 smaller ottomans can be stored inside the larger one to save space, - Padded top designed for comfort and as a stylish sitting area, - Hinged top opens to reveal storage space for assorted items, - Raised wooden legs to prevent floor scratches and scuffs, - Great for extra seating and storage around the house",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/h/w/hw1a432.jpg
"HomCom 52"" Tufted Victorian Upholstered Accent Vanity Bench",AOS-833-235-00,$139.99,True,"- Enhance the look of your fashionable home with the antique Victorian look of this elegant vanity bench, - Works great when placed at the foot of a bed, in an entryway or for vanity use in the bedroom or home, - Button-tufted flannelette design and birch wood base with curved legs adds style to any setting, - Upholstered, foam-filled seat is thickly padded for extra comfort when sitting, - Stylish and durable birch wood base and legs are stable enough to support up to 285 lbs, - Bench comes fully assembled and ready to use right out of the box",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/h/w/hw1a7974.jpg
"HomCom 52"" Tufted Victorian Upholstered Accent Vanity Bench (Gray)",AOS-833-235GY,$139.99,True,"- Enhance the look of your fashionable home with the antique Victorian look of this elegant vanity bench, - Works great when placed at the foot of a bed, in an entryway or for vanity use in the bedroom or home, - Button-tufted flannelette design and birch wood base with curved legs adds style to any setting, - Upholstered, foam-filled seat is thickly padded for extra comfort when sitting, - Stylish and durable birch wood base and legs are stable enough to support up to 285 lbs, - Bench comes fully assembled and ready to use right out of the box",https://cdn.aosom.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/2/124899985658c083afa86ac.jpg
